marital,divorce,widowed,agekdbrn,happy,hapmar,hapcohab,age,degree,income,relgion,life
Married,No ,No ,25,Pretyy Happy,Pretyy Happy,NA,71,Bachelors,"$25,000 or more",Protestant,Routine
Widowed,Yes,NA,18,Very Happy,NA,NA,64,High School,"$25,000 or more",Protestant,Routine
Married,No ,No ,27,Very Happy,Very Happy,NA,37,Bachelors,"$25,000 or more",Protestant,Routine
Married,No ,No ,25,Very Happy,Very Happy,NA,58,Bachelors,"$25,000 or more",Christian,Exciting
Widowed,No ,NA,23,Not Too Happy,NA,NA,77,High School,"$20,000 to $24,999",Protestant,Routine
Never Married,NA,NA,NA,Pretyy Happy,NA,NA,54,Bachelors,"$25,000 or more",Protestant,Routine
Married,No ,No ,33,Very Happy,Very Happy,NA,48,Bachelors,Refused,Protestant,Exciting
Married,No ,No ,21,Very Happy,Very Happy,NA,73,Graduate,"$25,000 or more",Protestant,Routine
Married,No ,No ,21,Very Happy,Very Happy,NA,46,High School,"$10,000 to $14,999",Protestant,Exciting
Divorced,NA,No ,18,Not Too Happy,NA,NA,49,<High School,"$1,000 to $2,999",Christian,Dull
Married,No ,No ,26,Very Happy,Very Happy,NA,80,<High School,"$25,000 or more",Protestant,Exciting
Married,Yes,No ,15,Pretyy Happy,Very Happy,NA,41,High School,"$25,000 or more",Protestant,Routine
Married,No ,No ,29,Very Happy,Very Happy,NA,32,High School,"$25,000 or more",Protestant,Routine
Never Married,NA,NA,NA,Pretyy Happy,NA,NA,32,Graduate,"$25,000 or more",Protestant,Routine
Married,No ,No ,18,Very Happy,Very Happy,NA,34,High School,"$25,000 or more",Protestant,Routine
Never Married,NA,NA,NA,Pretyy Happy,NA,NA,24,Bachelors,"$10,000 to $14,999",None,Exciting
Divorced,NA,No ,16,Not Too Happy,NA,NA,60,<High School,"$15,000 to $19,999",Protestant,Routine
Married,No ,No ,28,Pretyy Happy,Very Happy,NA,56,Bachelors,Refused,Protestant,Routine
Never Married,NA,NA,NA,Not Too Happy,NA,Pretyy Happy,39,Bachelors,"$25,000 or more",None,Routine
Married,Yes,No ,NA,Pretyy Happy,Very Happy,NA,61,Graduate,"$25,000 or more",Protestant,Routine
Married,Yes,No ,19,Very Happy,Very Happy,NA,48,High School,"$25,000 or more",Protestant,Routine
Married,Yes,No ,17,Very Happy,Very Happy,NA,66,High School,"$25,000 or more",Protestant,Exciting
Never Married,NA,NA,NA,Pretyy Happy,NA,NA,38,Bachelors,"$25,000 or more",None,Routine
Widowed,Yes,NA,23,Not Too Happy,NA,NA,74,Associate,"$25,000 or more",Protestant,Routine
Never Married,NA,NA,16,Very Happy,NA,NA,41,High School,"$15,000 to $19,999",None,Routine
Divorced,NA,No ,18,Pretyy Happy,NA,NA,61,Associate,"$25,000 or more",Protestant,Routine
Separated,NA,No ,17,Pretyy Happy,NA,NA,47,High School,"$25,000 or more",Catholic ,Routine
Divorced,NA,No ,28,Pretyy Happy,NA,NA,41,Graduate,"$25,000 or more",Protestant,Routine
Widowed,Yes,NA,18,Pretyy Happy,NA,NA,63,High School,"$10,000 to $14,999",Protestant,Routine
Never Married,NA,NA,24,Pretyy Happy,NA,NA,49,High School,"$10,000 to $14,999",Protestant,Routine
Married,No ,No ,34,Very Happy,Very Happy,NA,35,Bachelors,"$25,000 or more",Protestant,Routine
Divorced,NA,No ,18,Pretyy Happy,NA,NA,56,High School,"$25,000 or more",Protestant,Routine
Married,No ,No ,45,Pretyy Happy,Pretyy Happy,NA,69,Bachelors,"$25,000 or more",Protestant,Routine
Married,No ,No ,40,Not Too Happy,Not Too Happy,NA,52,Bachelors,"$25,000 or more",Protestant,Routine
Widowed,No ,NA,38,Not Too Happy,NA,NA,75,Graduate,"$25,000 or more",Protestant,Routine
Married,No ,No ,26,Not Too Happy,Very Happy,NA,67,High School,Refused,Protestant,Routine
Widowed,No ,NA,21,Pretyy Happy,NA,NA,89,High School,"$25,000 or more",None,Routine
Divorced,NA,No ,35,Not Too Happy,NA,NA,54,Bachelors,"$25,000 or more",None,Routine
Never Married,NA,NA,NA,Pretyy Happy,NA,NA,36,High School,"$1,000 to $2,999",Catholic ,Exciting
Separated,NA,No ,17,Not Too Happy,NA,NA,39,High School,"$7,000 to $7,999",Catholic ,Routine
Never Married,NA,NA,NA,Pretyy Happy,NA,Pretyy Happy,26,Bachelors,"$25,000 or more",None,Routine
Married,Yes,No ,29,Not Too Happy,Pretyy Happy,NA,66,Bachelors,"$25,000 or more",None,Routine
Married,No ,No ,38,Pretyy Happy,Pretyy Happy,NA,62,Bachelors,"$25,000 or more",None,Exciting
Married,No ,No ,25,Very Happy,Very Happy,NA,59,High School,"$25,000 or more",Catholic ,Routine
Married,No ,No ,32,Very Happy,Very Happy,NA,38,Bachelors,"$25,000 or more",Catholic ,Routine
Divorced,NA,No ,NA,Pretyy Happy,NA,NA,59,High School,"$25,000 or more",Catholic ,Routine
Never Married,NA,NA,NA,Not Too Happy,NA,NA,29,High School,"$10,000 to $14,999",None,Routine
Divorced,NA,No ,23,Pretyy Happy,NA,NA,64,High School,"$8,000 to $9,999",Protestant,Routine
Married,Yes,No ,17,Pretyy Happy,Pretyy Happy,NA,66,High School,"$25,000 or more",Protestant,Routine
Divorced,NA,No ,35,Not Too Happy,NA,NA,39,Bachelors,"$25,000 or more",Inter-Nondenominational,Exciting
Divorced,NA,No ,24,Pretyy Happy,NA,NA,50,Bachelors,"$25,000 or more",Christian,Routine
Married,Yes,No ,23,Not Too Happy,Very Happy,NA,70,High School,"$25,000 or more",Protestant,Exciting
Married,No ,No ,28,Pretyy Happy,Pretyy Happy,NA,83,Bachelors,"$25,000 or more",Catholic ,Routine
Divorced,NA,No ,25,Pretyy Happy,NA,NA,60,Associate,"$20,000 to $24,999",None,Exciting
Married,No ,No ,NA,Very Happy,Very Happy,NA,32,Bachelors,"$25,000 or more",Inter-Nondenominational,Routine
Divorced,NA,No ,18,Not Too Happy,NA,NA,61,<High School,"$8,000 to $9,999",Christian,Routine
Married,Yes,No ,23,Not Too Happy,Pretyy Happy,NA,46,High School,"$25,000 or more",Protestant,Routine
Married,No ,No ,27,Pretyy Happy,Pretyy Happy,NA,43,High School,"$25,000 or more",None,Routine
Married,Yes,No ,31,Pretyy Happy,Pretyy Happy,NA,57,Bachelors,"$25,000 or more",Protestant,Exciting
Married,No ,No ,34,Not Too Happy,Not Too Happy,NA,40,Bachelors,"$25,000 or more",None,Routine
Divorced,NA,No ,18,Pretyy Happy,NA,NA,30,Associate,"$25,000 or more",Protestant,Routine
Married,No ,No ,NA,Very Happy,Very Happy,NA,65,Bachelors,"$25,000 or more",None,Routine
Divorced,NA,No ,16,Pretyy Happy,NA,NA,50,Bachelors,"$25,000 or more",None,Routine
Married,No ,No ,34,Pretyy Happy,Pretyy Happy,NA,84,Graduate,"$25,000 or more",None,Routine
Divorced,NA,No ,NA,Pretyy Happy,NA,NA,49,Bachelors,"$25,000 or more",None,Routine
Widowed,Yes,NA,18,Not Too Happy,NA,NA,75,Bachelors,"$25,000 or more",Catholic ,Exciting
Never Married,NA,NA,NA,Not Too Happy,NA,Very Happy,30,Bachelors,"$25,000 or more",Other,Routine
Separated,NA,Yes,17,Pretyy Happy,NA,NA,67,Associate,"$20,000 to $24,999",Protestant,Exciting
Married,No ,No ,22,Very Happy,Very Happy,NA,60,High School,"$25,000 or more",None,Exciting
Married,No ,No ,NA,Pretyy Happy,Pretyy Happy,NA,64,High School,"$25,000 or more",None,Routine
Divorced,NA,No ,33,Pretyy Happy,NA,NA,51,Bachelors,"$25,000 or more",Catholic ,Exciting
Married,No ,No ,25,Pretyy Happy,Very Happy,NA,79,Bachelors,"$25,000 or more",None,Routine
Never Married,NA,NA,19,Pretyy Happy,NA,Very Happy,33,High School,"$8,000 to $9,999",None,Dull
Divorced,NA,No ,23,Pretyy Happy,NA,Pretyy Happy,86,Graduate,"$25,000 or more",Catholic ,Routine
Married,No ,No ,23,Very Happy,Very Happy,NA,46,High School,"$25,000 or more",Protestant,Routine
Never Married,NA,NA,NA,Not Too Happy,NA,NA,32,Bachelors,"$25,000 or more",None,Dull
Married,No ,No ,27,Very Happy,Very Happy,NA,59,Graduate,"$25,000 or more",Protestant,Exciting
Married,No ,No ,25,Pretyy Happy,Pretyy Happy,NA,41,Bachelors,"$25,000 or more",Protestant,Routine
Married,No ,No ,22,Very Happy,Very Happy,NA,82,Graduate,"$25,000 or more",Catholic ,Exciting
Widowed,No ,NA,21,Very Happy,NA,Not Too Happy,73,High School,"$10,000 to $14,999",Catholic ,Exciting
Married,No ,No ,25,Pretyy Happy,Very Happy,NA,74,High School,"$25,000 or more",Protestant,Routine
Never Married,NA,NA,17,Pretyy Happy,NA,NA,29,High School,"$25,000 or more",None,Routine
Widowed,No ,NA,21,Pretyy Happy,NA,NA,81,High School,"$15,000 to $19,999",None,Routine
Widowed,No ,NA,20,Not Too Happy,NA,NA,87,High School,"$15,000 to $19,999",Buddhism,Dull
Married,Yes,No ,19,Pretyy Happy,Pretyy Happy,NA,60,High School,"$25,000 or more",Catholic ,Routine
Married,No ,No ,22,Very Happy,Very Happy,NA,72,Bachelors,"$25,000 or more",Protestant,Routine
Married,No ,No ,18,Very Happy,Very Happy,NA,68,High School,"$25,000 or more",Catholic ,Routine
Never Married,NA,NA,17,Very Happy,NA,Very Happy,21,High School,"$25,000 or more",None,Exciting
Widowed,No ,NA,27,Very Happy,NA,Very Happy,68,High School,"$25,000 or more",Protestant,Exciting
Married,No ,No ,34,Pretyy Happy,Pretyy Happy,NA,52,Graduate,Refused,Catholic ,Routine
Married,No ,No ,23,Pretyy Happy,Very Happy,NA,74,Bachelors,"$25,000 or more",None,Exciting
Never Married,NA,NA,NA,Not Too Happy,NA,NA,63,Graduate,"$25,000 or more",None,Routine
Married,No ,No ,33,Pretyy Happy,Very Happy,NA,42,Graduate,Refused,Catholic ,Routine
Married,No ,No ,NA,Very Happy,Very Happy,NA,26,Bachelors,Refused,Protestant,Exciting
Married,No ,No ,33,Pretyy Happy,Very Happy,NA,56,Bachelors,"$8,000 to $9,999",Protestant,Routine
Never Married,NA,NA,NA,Not Too Happy,NA,NA,27,Bachelors,"$25,000 or more",Protestant,Routine
Married,No ,No ,28,Very Happy,Very Happy,NA,88,Bachelors,"$25,000 or more",Protestant,Exciting
Married,No ,No ,20,Very Happy,Pretyy Happy,NA,71,High School,"$25,000 or more",None,Routine
Married,No ,No ,24,Pretyy Happy,Very Happy,NA,62,Bachelors,"$25,000 or more",Protestant,Routine
Never Married,NA,NA,NA,Pretyy Happy,NA,NA,31,Bachelors,"$25,000 or more",Protestant,Exciting
Divorced,NA,No ,18,Not Too Happy,NA,NA,56,Associate,"$10,000 to $14,999",Protestant,Routine
Married,No ,No ,30,Very Happy,Very Happy,NA,57,Graduate,Refused,None,Exciting
Married,No ,No ,27,Pretyy Happy,Very Happy,NA,79,Graduate,"$25,000 or more",Protestant,Routine
Married,No ,No ,31,Pretyy Happy,Very Happy,NA,59,Bachelors,"$25,000 or more",Catholic ,Exciting
Married,No ,No ,31,Pretyy Happy,Pretyy Happy,NA,62,High School,"$25,000 or more",Protestant,Routine
Married,No ,No ,23,Pretyy Happy,Very Happy,NA,74,High School,"$25,000 or more",Catholic ,Routine
Never Married,NA,NA,NA,Not Too Happy,NA,NA,21,High School,"$25,000 or more",None,Routine
Married,No ,No ,20,Pretyy Happy,Very Happy,NA,56,High School,"$25,000 or more",Catholic ,Exciting
Divorced,NA,No ,19,Pretyy Happy,NA,NA,79,High School,"$25,000 or more",Protestant,Exciting
Married,No ,No ,34,Pretyy Happy,Pretyy Happy,NA,42,Bachelors,"$25,000 or more",Christian,Exciting
Widowed,No ,NA,21,Pretyy Happy,NA,NA,88,High School,"$10,000 to $14,999",Protestant,Routine
Widowed,No ,NA,21,Not Too Happy,NA,NA,86,Bachelors,"<$1,000",Protestant,Routine
Married,No ,No ,22,Not Too Happy,Very Happy,NA,77,High School,"$25,000 or more",Catholic ,Exciting
Married,No ,No ,20,Pretyy Happy,Very Happy,NA,69,High School,"$25,000 or more",Protestant,Routine
Married,No ,No ,35,Pretyy Happy,Very Happy,NA,37,Graduate,"$25,000 or more",Catholic ,Exciting
Divorced,NA,No ,25,Pretyy Happy,NA,NA,63,Bachelors,"$25,000 or more",Protestant,Routine
Widowed,Yes,NA,22,Pretyy Happy,NA,Pretyy Happy,65,Bachelors,"$25,000 or more",Protestant,Exciting
Divorced,NA,No ,16,Not Too Happy,NA,NA,47,<High School,"$10,000 to $14,999",None,Dull
Married,No ,No ,NA,Pretyy Happy,Very Happy,NA,53,High School,"$25,000 or more",None,Routine
Married,No ,No ,21,Very Happy,Very Happy,NA,77,High School,"$25,000 or more",Protestant,Exciting
Never Married,NA,NA,NA,Very Happy,NA,NA,78,Bachelors,"$25,000 or more",Catholic ,Routine
Divorced,NA,No ,21,Pretyy Happy,NA,NA,55,High School,"$10,000 to $14,999",Catholic ,Exciting
Married,No ,No ,NA,Pretyy Happy,Very Happy,NA,70,Bachelors,"$25,000 or more",None,Exciting
Never Married,NA,NA,NA,Pretyy Happy,NA,NA,66,Bachelors,"$25,000 or more",Catholic ,Routine
Married,Yes,No ,33,Not Too Happy,Not Too Happy,NA,47,Associate,"$25,000 or more",Muslim,Routine
Divorced,NA,No ,27,Very Happy,NA,NA,41,Bachelors,Refused,Protestant,Routine
Married,Yes,No ,NA,Not Too Happy,Pretyy Happy,NA,64,High School,"$25,000 or more",None,Exciting
Widowed,No ,NA,22,Not Too Happy,NA,NA,89,High School,"$25,000 or more",Protestant,Routine
Divorced,NA,No ,26,Pretyy Happy,NA,NA,52,Associate,"$25,000 or more",Protestant,Routine
Never Married,NA,NA,NA,Not Too Happy,NA,Pretyy Happy,40,Bachelors,"$25,000 or more",None,Routine
Divorced,NA,No ,21,Not Too Happy,NA,NA,48,Associate,"$25,000 or more",None,Routine
Divorced,NA,No ,21,Pretyy Happy,NA,NA,58,High School,"$25,000 or more",Protestant,Exciting
Married,Yes,No ,38,Pretyy Happy,Very Happy,NA,46,Graduate,Refused,Catholic ,Exciting
Never Married,NA,NA,30,Very Happy,NA,NA,60,High School,"$15,000 to $19,999",Protestant,Exciting
Never Married,NA,NA,NA,Not Too Happy,NA,Pretyy Happy,22,High School,"$25,000 or more",None,Routine
Widowed,Yes,NA,23,Pretyy Happy,NA,NA,60,<High School,"$25,000 or more",Muslim,Routine
Married,No ,No ,NA,Very Happy,Pretyy Happy,NA,38,High School,"$25,000 or more",Protestant,Routine
Widowed,Yes,NA,19,Very Happy,NA,NA,77,Associate,"$25,000 or more",Catholic ,Exciting
Never Married,NA,NA,NA,Pretyy Happy,NA,Pretyy Happy,64,Associate,"$25,000 or more",Protestant,Routine
Married,No ,No ,22,Not Too Happy,Pretyy Happy,NA,75,Bachelors,"$25,000 or more",Catholic ,Routine
Married,No ,No ,29,Very Happy,Very Happy,NA,61,Bachelors,Refused,Catholic ,Routine
Separated,NA,No ,39,Pretyy Happy,NA,NA,68,Bachelors,"$25,000 or more",None,Routine
Never Married,NA,NA,25,Pretyy Happy,NA,NA,35,High School,"$25,000 or more",None,Routine
Married,Yes,No ,26,Very Happy,Very Happy,NA,67,High School,"$25,000 or more",Protestant,Exciting
Widowed,Yes,NA,33,Not Too Happy,NA,NA,67,Bachelors,"$15,000 to $19,999",Protestant,Routine
Separated,NA,No ,38,Pretyy Happy,NA,NA,56,Graduate,"$25,000 or more",Buddhism,Exciting
Divorced,NA,No ,22,Not Too Happy,NA,NA,56,High School,"$25,000 or more",None,Routine
Never Married,NA,NA,23,Pretyy Happy,NA,Very Happy,25,High School,"$5,000 to $5,999",None,Exciting
Never Married,NA,NA,NA,Pretyy Happy,NA,NA,24,Bachelors,"$25,000 or more",None,Routine
Never Married,NA,NA,NA,Pretyy Happy,NA,NA,37,Bachelors,"$25,000 or more",Protestant,Routine
Never Married,NA,NA,31,Not Too Happy,NA,Very Happy,32,High School,"$8,000 to $9,999",None,Routine
Never Married,NA,NA,NA,Pretyy Happy,NA,Pretyy Happy,28,Associate,"$5,000 to $5,999",None,Routine
Married,No ,No ,27,Very Happy,Very Happy,NA,63,High School,"$25,000 or more",Christian,Exciting
Married,No ,No ,40,Pretyy Happy,Very Happy,NA,60,Graduate,"$25,000 or more",Protestant,Routine
Divorced,NA,No ,NA,Very Happy,NA,NA,66,Graduate,"$25,000 or more",Native-American,Exciting
Married,No ,No ,30,Pretyy Happy,Very Happy,NA,59,Bachelors,Refused,Protestant,Routine
Divorced,NA,No ,22,Not Too Happy,NA,NA,78,High School,"$25,000 or more",Catholic ,Routine
Married,No ,No ,NA,Pretyy Happy,Very Happy,NA,34,Bachelors,"$25,000 or more",Catholic ,Routine
Married,Yes,No ,23,Pretyy Happy,Pretyy Happy,NA,60,Graduate,"$25,000 or more",None,Exciting
Married,No ,No ,NA,Pretyy Happy,Very Happy,NA,27,Graduate,"$25,000 or more",None,Routine
Never Married,NA,NA,NA,Pretyy Happy,NA,NA,54,Graduate,"$25,000 or more",Catholic ,Routine
Married,No ,No ,38,Pretyy Happy,Very Happy,NA,59,Bachelors,"$25,000 or more",Protestant,Routine
Married,No ,No ,25,Not Too Happy,Not Too Happy,NA,36,Associate,"$25,000 or more",Catholic ,Routine
Divorced,NA,No ,20,Pretyy Happy,NA,NA,70,High School,"$25,000 or more",Catholic ,Routine
Separated,NA,No ,NA,Very Happy,NA,NA,29,High School,"<$1,000",Catholic ,Exciting
Divorced,NA,No ,NA,Pretyy Happy,NA,NA,65,Bachelors,"$25,000 or more",Protestant,Routine
Married,No ,No ,24,Pretyy Happy,Pretyy Happy,NA,45,High School,"$25,000 or more",Protestant,Exciting
Married,No ,No ,NA,Not Too Happy,Pretyy Happy,NA,32,Graduate,"$25,000 or more",None,Routine
Never Married,NA,NA,NA,Pretyy Happy,NA,NA,30,Graduate,"$10,000 to $14,999",None,Routine
Divorced,NA,No ,34,Very Happy,NA,NA,46,High School,"$25,000 or more",Protestant,Routine
Never Married,NA,NA,NA,Very Happy,NA,NA,33,High School,"<$1,000",Protestant,Exciting
Never Married,NA,NA,34,Pretyy Happy,NA,Pretyy Happy,74,High School,"$25,000 or more",Protestant,Exciting
Never Married,NA,NA,NA,Pretyy Happy,NA,NA,63,<High School,"<$1,000",None,Routine
Divorced,NA,No ,25,Not Too Happy,NA,NA,77,Bachelors,"$25,000 or more",Protestant,Exciting
Never Married,NA,NA,20,Not Too Happy,NA,NA,31,High School,"$25,000 or more",None,Dull
Married,No ,No ,17,Very Happy,Very Happy,NA,42,High School,"$25,000 or more",Protestant,Routine
Divorced,NA,No ,22,Very Happy,NA,NA,79,High School,"$25,000 or more",Catholic ,Routine
Married,Yes,No ,18,Very Happy,Very Happy,NA,73,High School,"$25,000 or more",Catholic ,Routine
Married,Yes,No ,17,Very Happy,Pretyy Happy,NA,52,Graduate,Refused,Protestant,Exciting
Married,No ,No ,17,Not Too Happy,Not Too Happy,NA,33,High School,"$25,000 or more",None,Routine
Married,No ,No ,32,Not Too Happy,Very Happy,NA,53,High School,Refused,Catholic ,Routine
Married,No ,No ,NA,Not Too Happy,Very Happy,NA,35,Bachelors,"$25,000 or more",None,Routine
Divorced,NA,No ,30,Pretyy Happy,NA,NA,51,High School,"$25,000 or more",None,Routine
Married,No ,No ,27,Not Too Happy,Pretyy Happy,NA,32,Bachelors,"$25,000 or more",Catholic ,Routine
Married,No ,No ,19,Pretyy Happy,Very Happy,NA,35,Bachelors,"$25,000 or more",Protestant,Exciting
Widowed,Yes,NA,NA,Pretyy Happy,NA,NA,75,High School,"$25,000 or more",Protestant,Exciting
Divorced,NA,No ,28,Not Too Happy,NA,NA,40,Bachelors,"$25,000 or more",Protestant,Routine
Divorced,NA,No ,25,Not Too Happy,NA,NA,56,Bachelors,"$25,000 or more",Catholic ,Routine
Never Married,NA,NA,NA,Not Too Happy,NA,NA,25,Bachelors,"$20,000 to $24,999",None,Dull
Never Married,NA,NA,NA,Pretyy Happy,NA,Very Happy,37,Bachelors,"$10,000 to $14,999",Inter-Nondenominational,Routine
Married,No ,No ,22,Pretyy Happy,Very Happy,NA,42,Graduate,"$25,000 or more",Protestant,Routine
Married,No ,No ,27,Pretyy Happy,Pretyy Happy,NA,42,Graduate,"$25,000 or more",Hinduism,Routine
Never Married,NA,NA,NA,Not Too Happy,NA,NA,26,High School,"$25,000 or more",None,Routine
Widowed,Yes,NA,17,Pretyy Happy,NA,NA,80,<High School,"$15,000 to $19,999",Protestant,Routine
Divorced,NA,No ,NA,Not Too Happy,NA,NA,55,High School,"$20,000 to $24,999",None,Dull
Married,No ,No ,18,Pretyy Happy,Pretyy Happy,NA,35,High School,"$25,000 or more",Catholic ,Routine
Married,No ,No ,26,Pretyy Happy,Very Happy,NA,48,Bachelors,Refused,Protestant,Exciting
Married,No ,No ,28,Pretyy Happy,Very Happy,NA,35,High School,"$25,000 or more",None,Routine
Divorced,NA,No ,19,Pretyy Happy,NA,NA,43,High School,"$25,000 or more",Other,Routine
Never Married,NA,NA,NA,Not Too Happy,NA,NA,60,High School,"$25,000 or more",None,Routine
Divorced,NA,No ,20,Pretyy Happy,NA,NA,59,High School,"$20,000 to $24,999",Protestant,Exciting
Married,No ,No ,21,Very Happy,Very Happy,NA,34,High School,"$1,000 to $2,999",Protestant,Exciting
Never Married,NA,NA,19,Not Too Happy,NA,NA,25,High School,"$25,000 or more",None,Dull
Divorced,NA,No ,21,Pretyy Happy,NA,NA,60,High School,"$25,000 or more",None,Routine
Widowed,Yes,NA,16,Not Too Happy,NA,NA,81,High School,"$20,000 to $24,999",Protestant,Routine
Divorced,NA,No ,21,Pretyy Happy,NA,NA,54,High School,"$3,000 to $3,999",Protestant,Routine
Divorced,NA,No ,NA,Pretyy Happy,NA,NA,62,High School,"$25,000 or more",Protestant,Routine
Married,Yes,No ,25,Very Happy,Very Happy,NA,69,High School,"$25,000 or more",None,Routine
Married,No ,No ,26,Pretyy Happy,Pretyy Happy,NA,38,Bachelors,"$25,000 or more",Protestant,Routine
Divorced,NA,No ,18,Pretyy Happy,NA,NA,39,High School,"$10,000 to $14,999",Protestant,Routine
Never Married,NA,NA,NA,Not Too Happy,NA,NA,51,Bachelors,"$25,000 or more",None,Routine
Divorced,NA,No ,20,Pretyy Happy,NA,NA,63,High School,"$10,000 to $14,999",Protestant,Routine
Married,Yes,No ,21,Pretyy Happy,Pretyy Happy,NA,50,Bachelors,"$25,000 or more",Christian,Exciting
Widowed,No ,NA,22,Pretyy Happy,NA,Pretyy Happy,60,High School,"$25,000 or more",Protestant,Routine
Never Married,NA,NA,NA,Very Happy,NA,NA,32,Bachelors,"<$1,000",Orthodox-Christian,Exciting
Never Married,NA,NA,NA,Pretyy Happy,NA,NA,32,Graduate,"$25,000 or more",None,Routine
Married,Yes,No ,27,Pretyy Happy,Very Happy,NA,67,High School,"$25,000 or more",None,Routine
Widowed,Yes,NA,22,Pretyy Happy,NA,NA,67,High School,"$8,000 to $9,999",Protestant,Routine
Married,No ,No ,NA,Not Too Happy,Very Happy,NA,42,<High School,"$25,000 or more",Protestant,Routine
Never Married,NA,NA,NA,Not Too Happy,NA,NA,40,Associate,"$25,000 or more",None,Routine
Widowed,No ,NA,NA,Pretyy Happy,NA,NA,58,High School,"$20,000 to $24,999",Protestant,Dull
Married,No ,No ,31,Very Happy,Very Happy,NA,40,Bachelors,"$25,000 or more",Protestant,Exciting
Married,No ,No ,23,Very Happy,Very Happy,NA,28,Bachelors,"$25,000 or more",Protestant,Exciting
Married,Yes,No ,19,Pretyy Happy,Very Happy,NA,58,High School,"$25,000 or more",None,Exciting
Never Married,NA,NA,NA,Not Too Happy,NA,NA,22,Associate,"$1,000 to $2,999",None,Dull
Married,No ,No ,33,Pretyy Happy,Pretyy Happy,NA,51,High School,"$25,000 or more",Catholic ,Exciting
Married,Yes,No ,16,Not Too Happy,Pretyy Happy,NA,42,<High School,"$5,000 to $5,999",None,Routine
