"","marital","divorce","widowed","agekdbrn","happy","hapmar","hapcohab","age","degree","income","relgion","life"
"791","Married","No ","No ",27,"Very Happy","Very Happy",NA,76,"High School","$25,000 or more","Protestant","Routine"
"792","Married","No ","No ",30,"Pretyy Happy","Pretyy Happy",NA,41,"Bachelors","$25,000 or more","Protestant","Routine"
"793","Married","Yes","No ",22,"Pretyy Happy","Pretyy Happy",NA,68,"High School","$25,000 or more","Protestant","Routine"
"794","Married","No ","No ",20,"Pretyy Happy","Pretyy Happy",NA,71,"High School","$25,000 or more","Protestant","Routine"
"795","Married","Yes","No ",24,"Not Too Happy","Very Happy",NA,47,"High School","$25,000 or more","Protestant","Exciting"
"796","Divorced",NA,"No ",20,"Pretyy Happy",NA,NA,36,"High School","$20,000 to $24,999","Protestant","Routine"
"797","Married","No ","No ",20,"Very Happy","Very Happy",NA,69,"<High School","$25,000 or more","Protestant","Routine"
"798","Married","No ","No ",17,"Pretyy Happy","Very Happy",NA,39,"High School","$25,000 or more","None","Routine"
"799","Widowed","No ",NA,NA,"Very Happy",NA,NA,75,"Bachelors","$25,000 or more","Catholic ","Exciting"
"800","Married","Yes","No ",23,"Very Happy","Pretyy Happy",NA,35,"High School","$15,000 to $19,999","None","Routine"
"801","Divorced",NA,"No ",20,"Pretyy Happy",NA,"Very Happy",45,"High School","$25,000 or more","None","Routine"
"802","Widowed","Yes",NA,20,"Very Happy",NA,NA,53,"Bachelors","Refused","Protestant","Exciting"
"803","Married","Yes","No ",19,"Pretyy Happy","Pretyy Happy",NA,37,"High School","$10,000 to $14,999","Protestant","Routine"
"804","Never Married",NA,NA,32,"Pretyy Happy",NA,"Pretyy Happy",41,"Bachelors","$25,000 or more","None","Routine"
"805","Widowed","Yes",NA,25,"Pretyy Happy",NA,NA,67,"Bachelors","$25,000 or more","Protestant","Routine"
"806","Divorced",NA,"No ",27,"Not Too Happy",NA,NA,51,"Graduate","$25,000 or more","Protestant","Routine"
"807","Married","No ","No ",25,"Pretyy Happy","Pretyy Happy",NA,71,"Bachelors","$25,000 or more","Protestant","Routine"
"808","Widowed","Yes",NA,18,"Very Happy",NA,NA,64,"High School","$25,000 or more","Protestant","Routine"
"809","Married","No ","No ",27,"Very Happy","Very Happy",NA,37,"Bachelors","$25,000 or more","Protestant","Routine"
"810","Married","No ","No ",25,"Very Happy","Very Happy",NA,58,"Bachelors","$25,000 or more","Christian","Exciting"
"811","Widowed","No ",NA,23,"Not Too Happy",NA,NA,77,"High School","$20,000 to $24,999","Protestant","Routine"
"812","Never Married",NA,NA,NA,"Pretyy Happy",NA,NA,54,"Bachelors","$25,000 or more","Protestant","Routine"
"813","Married","No ","No ",33,"Very Happy","Very Happy",NA,48,"Bachelors","Refused","Protestant","Exciting"
"814","Married","No ","No ",21,"Very Happy","Very Happy",NA,73,"Graduate","$25,000 or more","Protestant","Routine"
"815","Married","No ","No ",21,"Very Happy","Very Happy",NA,46,"High School","$10,000 to $14,999","Protestant","Exciting"
"816","Divorced",NA,"No ",18,"Not Too Happy",NA,NA,49,"<High School","$1,000 to $2,999","Christian","Dull"
"817","Married","No ","No ",26,"Very Happy","Very Happy",NA,80,"<High School","$25,000 or more","Protestant","Exciting"
"818","Married","Yes","No ",15,"Pretyy Happy","Very Happy",NA,41,"High School","$25,000 or more","Protestant","Routine"
"819","Married","No ","No ",29,"Very Happy","Very Happy",NA,32,"High School","$25,000 or more","Protestant","Routine"
"820","Never Married",NA,NA,NA,"Pretyy Happy",NA,NA,32,"Graduate","$25,000 or more","Protestant","Routine"
"821","Married","No ","No ",18,"Very Happy","Very Happy",NA,34,"High School","$25,000 or more","Protestant","Routine"
"822","Never Married",NA,NA,NA,"Pretyy Happy",NA,NA,24,"Bachelors","$10,000 to $14,999","None","Exciting"
"823","Divorced",NA,"No ",16,"Not Too Happy",NA,NA,60,"<High School","$15,000 to $19,999","Protestant","Routine"
"824","Married","No ","No ",28,"Pretyy Happy","Very Happy",NA,56,"Bachelors","Refused","Protestant","Routine"
"825","Never Married",NA,NA,NA,"Not Too Happy",NA,"Pretyy Happy",39,"Bachelors","$25,000 or more","None","Routine"
"826","Married","Yes","No ",NA,"Pretyy Happy","Very Happy",NA,61,"Graduate","$25,000 or more","Protestant","Routine"
"827","Married","Yes","No ",19,"Very Happy","Very Happy",NA,48,"High School","$25,000 or more","Protestant","Routine"
"828","Married","Yes","No ",17,"Very Happy","Very Happy",NA,66,"High School","$25,000 or more","Protestant","Exciting"
"829","Never Married",NA,NA,NA,"Pretyy Happy",NA,NA,38,"Bachelors","$25,000 or more","None","Routine"
"830","Widowed","Yes",NA,23,"Not Too Happy",NA,NA,74,"Associate","$25,000 or more","Protestant","Routine"
"831","Never Married",NA,NA,16,"Very Happy",NA,NA,41,"High School","$15,000 to $19,999","None","Routine"
"832","Divorced",NA,"No ",18,"Pretyy Happy",NA,NA,61,"Associate","$25,000 or more","Protestant","Routine"
"833","Separated",NA,"No ",17,"Pretyy Happy",NA,NA,47,"High School","$25,000 or more","Catholic ","Routine"
"834","Divorced",NA,"No ",28,"Pretyy Happy",NA,NA,41,"Graduate","$25,000 or more","Protestant","Routine"
"835","Widowed","Yes",NA,18,"Pretyy Happy",NA,NA,63,"High School","$10,000 to $14,999","Protestant","Routine"
"836","Never Married",NA,NA,24,"Pretyy Happy",NA,NA,49,"High School","$10,000 to $14,999","Protestant","Routine"
"837","Married","No ","No ",34,"Very Happy","Very Happy",NA,35,"Bachelors","$25,000 or more","Protestant","Routine"
"838","Divorced",NA,"No ",18,"Pretyy Happy",NA,NA,56,"High School","$25,000 or more","Protestant","Routine"
"839","Married","No ","No ",45,"Pretyy Happy","Pretyy Happy",NA,69,"Bachelors","$25,000 or more","Protestant","Routine"
"840","Married","No ","No ",40,"Not Too Happy","Not Too Happy",NA,52,"Bachelors","$25,000 or more","Protestant","Routine"
"841","Widowed","No ",NA,38,"Not Too Happy",NA,NA,75,"Graduate","$25,000 or more","Protestant","Routine"
"842","Married","No ","No ",26,"Not Too Happy","Very Happy",NA,67,"High School","Refused","Protestant","Routine"
"843","Widowed","No ",NA,21,"Pretyy Happy",NA,NA,89,"High School","$25,000 or more","None","Routine"
"844","Divorced",NA,"No ",35,"Not Too Happy",NA,NA,54,"Bachelors","$25,000 or more","None","Routine"
"845","Never Married",NA,NA,NA,"Pretyy Happy",NA,NA,36,"High School","$1,000 to $2,999","Catholic ","Exciting"
"846","Separated",NA,"No ",17,"Not Too Happy",NA,NA,39,"High School","$7,000 to $7,999","Catholic ","Routine"
"847","Never Married",NA,NA,NA,"Pretyy Happy",NA,"Pretyy Happy",26,"Bachelors","$25,000 or more","None","Routine"
"848","Married","Yes","No ",29,"Not Too Happy","Pretyy Happy",NA,66,"Bachelors","$25,000 or more","None","Routine"
"849","Married","No ","No ",38,"Pretyy Happy","Pretyy Happy",NA,62,"Bachelors","$25,000 or more","None","Exciting"
"850","Married","No ","No ",25,"Very Happy","Very Happy",NA,59,"High School","$25,000 or more","Catholic ","Routine"
"851","Married","No ","No ",32,"Very Happy","Very Happy",NA,38,"Bachelors","$25,000 or more","Catholic ","Routine"
"852","Divorced",NA,"No ",NA,"Pretyy Happy",NA,NA,59,"High School","$25,000 or more","Catholic ","Routine"
"853","Never Married",NA,NA,NA,"Not Too Happy",NA,NA,29,"High School","$10,000 to $14,999","None","Routine"
"854","Divorced",NA,"No ",23,"Pretyy Happy",NA,NA,64,"High School","$8,000 to $9,999","Protestant","Routine"
"855","Married","Yes","No ",17,"Pretyy Happy","Pretyy Happy",NA,66,"High School","$25,000 or more","Protestant","Routine"
"856","Divorced",NA,"No ",35,"Not Too Happy",NA,NA,39,"Bachelors","$25,000 or more","Inter-Nondenominational","Exciting"
"857","Divorced",NA,"No ",24,"Pretyy Happy",NA,NA,50,"Bachelors","$25,000 or more","Christian","Routine"
"858","Married","Yes","No ",23,"Not Too Happy","Very Happy",NA,70,"High School","$25,000 or more","Protestant","Exciting"
"859","Married","No ","No ",28,"Pretyy Happy","Pretyy Happy",NA,83,"Bachelors","$25,000 or more","Catholic ","Routine"
"860","Divorced",NA,"No ",25,"Pretyy Happy",NA,NA,60,"Associate","$20,000 to $24,999","None","Exciting"
"861","Married","No ","No ",NA,"Very Happy","Very Happy",NA,32,"Bachelors","$25,000 or more","Inter-Nondenominational","Routine"
"862","Divorced",NA,"No ",18,"Not Too Happy",NA,NA,61,"<High School","$8,000 to $9,999","Christian","Routine"
"863","Married","Yes","No ",23,"Not Too Happy","Pretyy Happy",NA,46,"High School","$25,000 or more","Protestant","Routine"
"864","Married","No ","No ",27,"Pretyy Happy","Pretyy Happy",NA,43,"High School","$25,000 or more","None","Routine"
"865","Married","Yes","No ",31,"Pretyy Happy","Pretyy Happy",NA,57,"Bachelors","$25,000 or more","Protestant","Exciting"
"866","Married","No ","No ",34,"Not Too Happy","Not Too Happy",NA,40,"Bachelors","$25,000 or more","None","Routine"
"867","Divorced",NA,"No ",18,"Pretyy Happy",NA,NA,30,"Associate","$25,000 or more","Protestant","Routine"
"868","Married","No ","No ",NA,"Very Happy","Very Happy",NA,65,"Bachelors","$25,000 or more","None","Routine"
"869","Divorced",NA,"No ",16,"Pretyy Happy",NA,NA,50,"Bachelors","$25,000 or more","None","Routine"
"870","Married","No ","No ",34,"Pretyy Happy","Pretyy Happy",NA,84,"Graduate","$25,000 or more","None","Routine"
"871","Divorced",NA,"No ",NA,"Pretyy Happy",NA,NA,49,"Bachelors","$25,000 or more","None","Routine"
"872","Widowed","Yes",NA,18,"Not Too Happy",NA,NA,75,"Bachelors","$25,000 or more","Catholic ","Exciting"
"873","Never Married",NA,NA,NA,"Not Too Happy",NA,"Very Happy",30,"Bachelors","$25,000 or more","Other","Routine"
"874","Separated",NA,"Yes",17,"Pretyy Happy",NA,NA,67,"Associate","$20,000 to $24,999","Protestant","Exciting"
"875","Married","No ","No ",22,"Very Happy","Very Happy",NA,60,"High School","$25,000 or more","None","Exciting"
"876","Married","No ","No ",NA,"Pretyy Happy","Pretyy Happy",NA,64,"High School","$25,000 or more","None","Routine"
"877","Divorced",NA,"No ",33,"Pretyy Happy",NA,NA,51,"Bachelors","$25,000 or more","Catholic ","Exciting"
"878","Married","No ","No ",25,"Pretyy Happy","Very Happy",NA,79,"Bachelors","$25,000 or more","None","Routine"
"879","Never Married",NA,NA,19,"Pretyy Happy",NA,"Very Happy",33,"High School","$8,000 to $9,999","None","Dull"
"880","Divorced",NA,"No ",23,"Pretyy Happy",NA,"Pretyy Happy",86,"Graduate","$25,000 or more","Catholic ","Routine"
"881","Married","No ","No ",23,"Very Happy","Very Happy",NA,46,"High School","$25,000 or more","Protestant","Routine"
"882","Never Married",NA,NA,NA,"Not Too Happy",NA,NA,32,"Bachelors","$25,000 or more","None","Dull"
"883","Married","No ","No ",27,"Very Happy","Very Happy",NA,59,"Graduate","$25,000 or more","Protestant","Exciting"
"884","Married","No ","No ",25,"Pretyy Happy","Pretyy Happy",NA,41,"Bachelors","$25,000 or more","Protestant","Routine"
"885","Married","No ","No ",22,"Very Happy","Very Happy",NA,82,"Graduate","$25,000 or more","Catholic ","Exciting"
"886","Widowed","No ",NA,21,"Very Happy",NA,"Not Too Happy",73,"High School","$10,000 to $14,999","Catholic ","Exciting"
"887","Married","No ","No ",25,"Pretyy Happy","Very Happy",NA,74,"High School","$25,000 or more","Protestant","Routine"
"888","Never Married",NA,NA,17,"Pretyy Happy",NA,NA,29,"High School","$25,000 or more","None","Routine"
"889","Widowed","No ",NA,21,"Pretyy Happy",NA,NA,81,"High School","$15,000 to $19,999","None","Routine"
"890","Widowed","No ",NA,20,"Not Too Happy",NA,NA,87,"High School","$15,000 to $19,999","Buddhism","Dull"
"891","Married","Yes","No ",19,"Pretyy Happy","Pretyy Happy",NA,60,"High School","$25,000 or more","Catholic ","Routine"
"892","Married","No ","No ",22,"Very Happy","Very Happy",NA,72,"Bachelors","$25,000 or more","Protestant","Routine"
"893","Married","No ","No ",18,"Very Happy","Very Happy",NA,68,"High School","$25,000 or more","Catholic ","Routine"
"894","Never Married",NA,NA,17,"Very Happy",NA,"Very Happy",21,"High School","$25,000 or more","None","Exciting"
"895","Widowed","No ",NA,27,"Very Happy",NA,"Very Happy",68,"High School","$25,000 or more","Protestant","Exciting"
"896","Married","No ","No ",34,"Pretyy Happy","Pretyy Happy",NA,52,"Graduate","Refused","Catholic ","Routine"
"897","Married","No ","No ",23,"Pretyy Happy","Very Happy",NA,74,"Bachelors","$25,000 or more","None","Exciting"
"898","Never Married",NA,NA,NA,"Not Too Happy",NA,NA,63,"Graduate","$25,000 or more","None","Routine"
"899","Married","No ","No ",33,"Pretyy Happy","Very Happy",NA,42,"Graduate","Refused","Catholic ","Routine"
"900","Married","No ","No ",NA,"Very Happy","Very Happy",NA,26,"Bachelors","Refused","Protestant","Exciting"
"901","Married","No ","No ",33,"Pretyy Happy","Very Happy",NA,56,"Bachelors","$8,000 to $9,999","Protestant","Routine"
"902","Never Married",NA,NA,NA,"Not Too Happy",NA,NA,27,"Bachelors","$25,000 or more","Protestant","Routine"
"903","Married","No ","No ",28,"Very Happy","Very Happy",NA,88,"Bachelors","$25,000 or more","Protestant","Exciting"
"904","Married","No ","No ",20,"Very Happy","Pretyy Happy",NA,71,"High School","$25,000 or more","None","Routine"
"905","Married","No ","No ",24,"Pretyy Happy","Very Happy",NA,62,"Bachelors","$25,000 or more","Protestant","Routine"
"906","Never Married",NA,NA,NA,"Pretyy Happy",NA,NA,31,"Bachelors","$25,000 or more","Protestant","Exciting"
"907","Divorced",NA,"No ",18,"Not Too Happy",NA,NA,56,"Associate","$10,000 to $14,999","Protestant","Routine"
"908","Married","No ","No ",30,"Very Happy","Very Happy",NA,57,"Graduate","Refused","None","Exciting"
"909","Married","No ","No ",27,"Pretyy Happy","Very Happy",NA,79,"Graduate","$25,000 or more","Protestant","Routine"
"910","Married","No ","No ",31,"Pretyy Happy","Very Happy",NA,59,"Bachelors","$25,000 or more","Catholic ","Exciting"
"911","Married","No ","No ",31,"Pretyy Happy","Pretyy Happy",NA,62,"High School","$25,000 or more","Protestant","Routine"
"912","Married","No ","No ",23,"Pretyy Happy","Very Happy",NA,74,"High School","$25,000 or more","Catholic ","Routine"
"913","Never Married",NA,NA,NA,"Not Too Happy",NA,NA,21,"High School","$25,000 or more","None","Routine"
"914","Married","No ","No ",20,"Pretyy Happy","Very Happy",NA,56,"High School","$25,000 or more","Catholic ","Exciting"
"915","Divorced",NA,"No ",19,"Pretyy Happy",NA,NA,79,"High School","$25,000 or more","Protestant","Exciting"
"916","Married","No ","No ",34,"Pretyy Happy","Pretyy Happy",NA,42,"Bachelors","$25,000 or more","Christian","Exciting"
"917","Widowed","No ",NA,21,"Pretyy Happy",NA,NA,88,"High School","$10,000 to $14,999","Protestant","Routine"
"918","Widowed","No ",NA,21,"Not Too Happy",NA,NA,86,"Bachelors","<$1,000","Protestant","Routine"
"919","Married","No ","No ",22,"Not Too Happy","Very Happy",NA,77,"High School","$25,000 or more","Catholic ","Exciting"
"920","Married","No ","No ",20,"Pretyy Happy","Very Happy",NA,69,"High School","$25,000 or more","Protestant","Routine"
"921","Married","No ","No ",35,"Pretyy Happy","Very Happy",NA,37,"Graduate","$25,000 or more","Catholic ","Exciting"
"922","Divorced",NA,"No ",25,"Pretyy Happy",NA,NA,63,"Bachelors","$25,000 or more","Protestant","Routine"
"923","Widowed","Yes",NA,22,"Pretyy Happy",NA,"Pretyy Happy",65,"Bachelors","$25,000 or more","Protestant","Exciting"
"924","Divorced",NA,"No ",16,"Not Too Happy",NA,NA,47,"<High School","$10,000 to $14,999","None","Dull"
"925","Married","No ","No ",NA,"Pretyy Happy","Very Happy",NA,53,"High School","$25,000 or more","None","Routine"
"926","Married","No ","No ",21,"Very Happy","Very Happy",NA,77,"High School","$25,000 or more","Protestant","Exciting"
"927","Never Married",NA,NA,NA,"Very Happy",NA,NA,78,"Bachelors","$25,000 or more","Catholic ","Routine"
"928","Divorced",NA,"No ",21,"Pretyy Happy",NA,NA,55,"High School","$10,000 to $14,999","Catholic ","Exciting"
"929","Married","No ","No ",NA,"Pretyy Happy","Very Happy",NA,70,"Bachelors","$25,000 or more","None","Exciting"
"930","Never Married",NA,NA,NA,"Pretyy Happy",NA,NA,66,"Bachelors","$25,000 or more","Catholic ","Routine"
"931","Married","Yes","No ",33,"Not Too Happy","Not Too Happy",NA,47,"Associate","$25,000 or more","Muslim","Routine"
"932","Divorced",NA,"No ",27,"Very Happy",NA,NA,41,"Bachelors","Refused","Protestant","Routine"
"933","Married","Yes","No ",NA,"Not Too Happy","Pretyy Happy",NA,64,"High School","$25,000 or more","None","Exciting"
"934","Widowed","No ",NA,22,"Not Too Happy",NA,NA,89,"High School","$25,000 or more","Protestant","Routine"
"935","Divorced",NA,"No ",26,"Pretyy Happy",NA,NA,52,"Associate","$25,000 or more","Protestant","Routine"
"936","Never Married",NA,NA,NA,"Not Too Happy",NA,"Pretyy Happy",40,"Bachelors","$25,000 or more","None","Routine"
"937","Divorced",NA,"No ",21,"Not Too Happy",NA,NA,48,"Associate","$25,000 or more","None","Routine"
"938","Divorced",NA,"No ",21,"Pretyy Happy",NA,NA,58,"High School","$25,000 or more","Protestant","Exciting"
"939","Married","Yes","No ",38,"Pretyy Happy","Very Happy",NA,46,"Graduate","Refused","Catholic ","Exciting"
"940","Never Married",NA,NA,30,"Very Happy",NA,NA,60,"High School","$15,000 to $19,999","Protestant","Exciting"
"941","Never Married",NA,NA,NA,"Not Too Happy",NA,"Pretyy Happy",22,"High School","$25,000 or more","None","Routine"
"942","Widowed","Yes",NA,23,"Pretyy Happy",NA,NA,60,"<High School","$25,000 or more","Muslim","Routine"
"943","Married","No ","No ",NA,"Very Happy","Pretyy Happy",NA,38,"High School","$25,000 or more","Protestant","Routine"
"944","Widowed","Yes",NA,19,"Very Happy",NA,NA,77,"Associate","$25,000 or more","Catholic ","Exciting"
"945","Never Married",NA,NA,NA,"Pretyy Happy",NA,"Pretyy Happy",64,"Associate","$25,000 or more","Protestant","Routine"
"946","Married","No ","No ",22,"Not Too Happy","Pretyy Happy",NA,75,"Bachelors","$25,000 or more","Catholic ","Routine"
"947","Married","No ","No ",29,"Very Happy","Very Happy",NA,61,"Bachelors","Refused","Catholic ","Routine"
"948","Separated",NA,"No ",39,"Pretyy Happy",NA,NA,68,"Bachelors","$25,000 or more","None","Routine"
"949","Never Married",NA,NA,25,"Pretyy Happy",NA,NA,35,"High School","$25,000 or more","None","Routine"
"950","Married","Yes","No ",26,"Very Happy","Very Happy",NA,67,"High School","$25,000 or more","Protestant","Exciting"
"951","Widowed","Yes",NA,33,"Not Too Happy",NA,NA,67,"Bachelors","$15,000 to $19,999","Protestant","Routine"
"952","Separated",NA,"No ",38,"Pretyy Happy",NA,NA,56,"Graduate","$25,000 or more","Buddhism","Exciting"
"953","Divorced",NA,"No ",22,"Not Too Happy",NA,NA,56,"High School","$25,000 or more","None","Routine"
"954","Never Married",NA,NA,23,"Pretyy Happy",NA,"Very Happy",25,"High School","$5,000 to $5,999","None","Exciting"
"955","Never Married",NA,NA,NA,"Pretyy Happy",NA,NA,24,"Bachelors","$25,000 or more","None","Routine"
